date,city,precipitation
2020-07-12,seattle,0.045714285714285714
2020-07-13,seattle,0.032
2020-07-14,seattle,0.0
2020-07-15,seattle,0.0
2020-07-16,seattle,0.0
2020-07-17,seattle,0.078
2020-07-18,seattle,0.012
2020-07-19,seattle,0.0
2020-07-20,seattle,0.0
2020-07-21,seattle,0.0
2020-07-22,seattle,0.0175
2020-07-23,seattle,0.004
2020-07-24,seattle,0.006
2020-07-25,seattle,0.0
2020-07-26,seattle,0.0
2020-07-27,seattle,0.0
2020-07-28,seattle,0.0
2020-07-29,seattle,0.0
2020-07-30,seattle,0.0
2020-07-31,seattle,0.0
2020-08-01,seattle,0.0
2020-08-02,seattle,0.0
2020-08-03,seattle,0.0
2020-08-04,seattle,0.0
2020-08-05,seattle,0.0
2020-08-06,seattle,0.028571428571428574
2020-08-07,seattle,0.13333333333333333
2020-08-08,seattle,0.021666666666666667
2020-08-09,seattle,0.016666666666666666
2020-08-10,seattle,0.0
2020-08-11,seattle,0.0
2020-08-12,seattle,0.0
2020-08-13,seattle,0.0
2020-08-14,seattle,0.0
2020-08-15,seattle,0.0
2020-08-16,seattle,0.0
2020-08-17,seattle,0.0
2020-08-18,seattle,0.0
2020-08-19,seattle,0.0
2020-08-20,seattle,0.04142857142857143
2020-08-21,seattle,0.0842857142857143
2020-08-22,seattle,0.045714285714285714
2020-08-23,seattle,0.0
2020-08-24,seattle,0.0
2020-08-25,seattle,0.0
2020-08-26,seattle,0.0
2020-08-27,seattle,0.0
2020-08-28,seattle,0.0
2020-08-29,seattle,0.0
2020-08-30,seattle,0.0
2020-08-31,seattle,0.025714285714285714
2020-09-01,seattle,0.0
2020-09-02,seattle,0.0
2020-09-03,seattle,0.0
2020-09-04,seattle,0.0
2020-09-05,seattle,0.0
2020-09-06,seattle,0.0
2020-09-07,seattle,0.0
2020-09-08,seattle,0.0
2020-09-09,seattle,0.0
2020-09-10,seattle,0.0
2020-09-11,seattle,0.0
2020-09-12,seattle,0.0
2020-09-13,seattle,0.0
2020-09-14,seattle,0.01
2020-09-15,seattle,0.08142857142857143
2020-09-16,seattle,0.014285714285714287
2020-09-17,seattle,0.0
2020-09-18,seattle,0.041428571428571426
2020-09-19,seattle,0.325
2020-09-20,seattle,0.24714285714285716
2020-09-21,seattle,0.028333333333333335
2020-09-22,seattle,0.041666666666666664
2020-09-23,seattle,0.34
2020-09-24,seattle,0.778
2020-09-25,seattle,0.6699999999999999
2020-09-26,seattle,0.405
2020-09-27,seattle,0.045
2020-09-28,seattle,0.002
2020-09-29,seattle,0.0
2020-09-30,seattle,0.0
2020-10-01,seattle,0.0
2020-10-02,seattle,0.0
2020-10-03,seattle,0.002
2020-10-04,seattle,0.030000000000000002
2020-10-05,seattle,0.014000000000000002
2020-10-06,seattle,0.0
2020-10-07,seattle,0.0
2020-10-08,seattle,0.01
2020-10-09,seattle,0.10400000000000001
2020-10-10,seattle,0.9339999999999999
2020-10-11,seattle,0.10857142857142857
2020-10-12,seattle,0.44999999999999996
2020-10-13,seattle,0.5633333333333334
2020-10-14,seattle,0.03333333333333333
2020-10-15,seattle,0.0
2020-10-16,seattle,0.011666666666666667
2020-10-17,seattle,0.17285714285714285
2020-10-18,seattle,0.023333333333333334
2020-10-19,seattle,0.060000000000000005
2020-10-20,seattle,0.17833333333333334
2020-10-21,seattle,0.06857142857142857
2020-10-22,seattle,0.22199999999999998
2020-10-23,seattle,0.03666666666666667
2020-10-24,seattle,0.10142857142857142
2020-10-25,seattle,0.006
2020-10-26,seattle,0.0033333333333333335
2020-10-27,seattle,0.0
2020-10-28,seattle,0.0
2020-10-29,seattle,0.02
2020-10-30,seattle,0.022857142857142857
2020-10-31,seattle,0.0
2020-11-01,seattle,0.0
2020-11-02,seattle,0.0
2020-11-03,seattle,0.1985714285714286
2020-11-04,seattle,0.6857142857142857
2020-11-05,seattle,0.1942857142857143
2020-11-06,seattle,0.098
2020-11-07,seattle,0.005
2020-11-08,seattle,0.008
2020-11-09,seattle,0.012
2020-11-10,seattle,0.09833333333333333
2020-11-11,seattle,0.02
2020-11-12,seattle,0.004
2020-11-13,seattle,0.88
2020-11-14,seattle,0.01
2020-11-15,seattle,0.475
2020-11-16,seattle,0.04
2020-11-17,seattle,0.694
2020-11-18,seattle,0.71
2020-11-19,seattle,0.29
2020-11-20,seattle,0.05
2020-11-21,seattle,0.024
2020-11-22,seattle,0.026000000000000002
2020-11-23,seattle,0.19499999999999998
2020-11-24,seattle,0.06333333333333334
2020-11-25,seattle,0.21600000000000003
2020-11-26,seattle,0.032
2020-11-27,seattle,0.042499999999999996
2020-11-28,seattle,0.046
2020-11-29,seattle,0.072
2020-11-30,seattle,0.438
2020-12-01,seattle,0.005
2020-12-02,seattle,0.0025
2020-12-03,seattle,0.0
2020-12-04,seattle,0.0
2020-12-05,seattle,0.0
2020-12-06,seattle,0.022
2020-12-07,seattle,0.002
2020-12-08,seattle,0.192
2020-12-09,seattle,0.47800000000000004
2020-12-10,seattle,0.02
2020-12-11,seattle,0.02
2020-12-12,seattle,0.0
2020-12-13,seattle,0.09
2020-12-14,seattle,0.16999999999999998
2020-12-15,seattle,0.2675
2020-12-16,seattle,0.076
2020-12-17,seattle,0.4416666666666667
2020-12-18,seattle,0.16799999999999998
2020-12-19,seattle,0.28833333333333333
2020-12-20,seattle,0.305
2020-12-21,seattle,0.6942857142857143
2020-12-22,seattle,1.635
2020-12-23,seattle,0.0033333333333333335
2020-12-24,seattle,0.0
2020-12-25,seattle,0.075
2020-12-26,seattle,0.43
2020-12-27,seattle,0.096
2020-12-28,seattle,0.096
2020-12-29,seattle,0.055
2020-12-30,seattle,0.6028571428571429
2020-12-31,seattle,0.43166666666666664
2021-01-01,seattle,0.17
2021-01-02,seattle,0.585
2021-01-03,seattle,1.4383333333333335
2021-01-04,seattle,0.5950000000000001
2021-01-05,seattle,0.3385714285714286
2021-01-06,seattle,0.9183333333333333
2021-01-07,seattle,0.005
2021-01-08,seattle,0.10428571428571429
2021-01-09,seattle,0.15571428571428572
2021-01-10,seattle,0.08833333333333333
2021-01-11,seattle,0.18499999999999997
2021-01-12,seattle,1.8399999999999999
2021-01-13,seattle,0.9199999999999999
2021-01-14,seattle,0.013333333333333334
2021-01-15,seattle,0.186
2021-01-16,seattle,0.0125
2021-01-17,seattle,0.036
2021-01-18,seattle,0.0
2021-01-19,seattle,0.0
2021-01-20,seattle,0.0
2021-01-21,seattle,0.03666666666666667
2021-01-22,seattle,0.012
2021-01-23,seattle,0.0
2021-01-24,seattle,0.11666666666666665
2021-01-25,seattle,0.154
2021-01-26,seattle,0.01
2021-01-27,seattle,0.098
2021-01-28,seattle,0.19333333333333333
2021-01-29,seattle,0.1366666666666667
2021-01-30,seattle,0.135
2021-01-31,seattle,0.21
2021-02-01,seattle,0.5825
2021-02-02,seattle,0.728
2021-02-03,seattle,0.356
2021-02-04,seattle,0.01
2021-02-05,seattle,0.13199999999999998
2021-02-06,seattle,0.026000000000000002
2021-02-07,seattle,0.0275
2021-02-08,seattle,0.124
2021-02-09,seattle,0.018
2021-02-10,seattle,0.0
2021-02-11,seattle,0.0
2021-02-12,seattle,0.076
2021-02-13,seattle,0.586
2021-02-14,seattle,0.33399999999999996
2021-02-15,seattle,0.45599999999999996
2021-02-16,seattle,0.10400000000000001
2021-02-17,seattle,0.044
2021-02-18,seattle,0.05
2021-02-19,seattle,0.1
2021-02-20,seattle,0.03333333333333333
2021-02-21,seattle,0.12
2021-02-22,seattle,0.23249999999999998
2021-02-23,seattle,0.21
2021-02-24,seattle,0.13
2021-02-25,seattle,0.172
2021-02-26,seattle,0.082
2021-02-27,seattle,0.08600000000000001
2021-02-28,seattle,0.024
2021-03-01,seattle,0.0
2021-03-02,seattle,0.002
2021-03-03,seattle,0.013333333333333334
2021-03-04,seattle,0.09999999999999999
2021-03-05,seattle,0.348
2021-03-06,seattle,0.0575
2021-03-07,seattle,0.13
2021-03-08,seattle,0.145
2021-03-09,seattle,0.0033333333333333335
2021-03-10,seattle,0.006
2021-03-11,seattle,0.0
2021-03-12,seattle,0.0
2021-03-13,seattle,0.0
2021-03-14,seattle,0.0725
2021-03-15,seattle,0.292
2021-03-16,seattle,0.0025
2021-03-17,seattle,0.0
2021-03-18,seattle,0.035
2021-03-19,seattle,0.2
2021-03-20,seattle,0.21
2021-03-21,seattle,0.2
2021-03-22,seattle,0.20800000000000002
2021-03-23,seattle,0.10400000000000001
2021-03-24,seattle,0.01
2021-03-25,seattle,0.6125
2021-03-26,seattle,0.016666666666666666
2021-03-27,seattle,0.0
2021-03-28,seattle,0.0
2021-03-29,seattle,0.29400000000000004
2021-03-30,seattle,0.005
2021-03-31,seattle,0.0
2021-04-01,seattle,0.0
2021-04-02,seattle,0.0
2021-04-03,seattle,0.0
2021-04-04,seattle,0.052500000000000005
2021-04-05,seattle,0.007500000000000001
2021-04-06,seattle,0.0
2021-04-07,seattle,0.0
2021-04-08,seattle,0.146
2021-04-09,seattle,0.0025
2021-04-10,seattle,0.034
2021-04-11,seattle,0.0
2021-04-12,seattle,0.0
2021-04-13,seattle,0.0
2021-04-14,seattle,0.0
2021-04-15,seattle,0.0
2021-04-16,seattle,0.0
2021-04-17,seattle,0.0
2021-04-18,seattle,0.0
2021-04-19,seattle,0.0
2021-04-20,seattle,0.0
2021-04-21,seattle,0.0
2021-04-22,seattle,0.0
2021-04-23,seattle,0.0
2021-04-24,seattle,0.22666666666666668
2021-04-25,seattle,0.35000000000000003
2021-04-26,seattle,0.0475
2021-04-27,seattle,0.0033333333333333335
2021-04-28,seattle,0.0
2021-04-29,seattle,0.0
2021-04-30,seattle,0.06999999999999999
2021-05-01,seattle,0.023333333333333334
2021-05-02,seattle,0.02
2021-05-03,seattle,0.0
2021-05-04,seattle,0.24
2021-05-05,seattle,0.0025
2021-05-06,seattle,0.0
2021-05-07,seattle,0.004
2021-05-08,seattle,0.182
2021-05-09,seattle,0.028000000000000004
2021-05-10,seattle,0.0
2021-05-11,seattle,0.0
2021-05-12,seattle,0.0
2021-05-13,seattle,0.0
2021-05-14,seattle,0.0
2021-05-15,seattle,0.0
2021-05-16,seattle,0.0
2021-05-17,seattle,0.014000000000000002
2021-05-18,seattle,0.07500000000000001
2021-05-19,seattle,0.22199999999999998
2021-05-20,seattle,0.005
2021-05-21,seattle,0.0
2021-05-22,seattle,0.0
2021-05-23,seattle,0.0
2021-05-24,seattle,0.066
2021-05-25,seattle,0.026000000000000002
2021-05-26,seattle,0.005
2021-05-27,seattle,0.22800000000000004
2021-05-28,seattle,0.11800000000000002
2021-05-29,seattle,0.0
2021-05-30,seattle,0.0
2021-05-31,seattle,0.0
2021-06-01,seattle,0.0
2021-06-02,seattle,0.0
2021-06-03,seattle,0.0
2021-06-04,seattle,0.0
2021-06-05,seattle,0.030000000000000006
2021-06-06,seattle,0.0
2021-06-07,seattle,0.588
2021-06-08,seattle,0.004
2021-06-09,seattle,0.0033333333333333335
2021-06-10,seattle,0.0
2021-06-11,seattle,0.115
2021-06-12,seattle,0.40249999999999997
2021-06-13,seattle,0.42333333333333334
2021-06-14,seattle,0.462
2021-06-15,seattle,0.06000000000000001
2021-06-16,seattle,0.0
2021-06-17,seattle,0.0
2021-06-18,seattle,0.0
2021-06-19,seattle,0.0
2021-06-20,seattle,0.0
2021-06-21,seattle,0.0
2021-06-22,seattle,0.0
2021-06-23,seattle,0.0
2021-06-24,seattle,0.0
2021-06-25,seattle,0.0
2021-06-26,seattle,0.0
2021-06-27,seattle,0.0
2021-06-28,seattle,0.0
2021-06-29,seattle,0.0
2021-06-30,seattle,0.0
2021-07-01,seattle,0.0
2021-07-02,seattle,0.0
2021-07-03,seattle,0.0
2021-07-04,seattle,0.0
2021-07-05,seattle,0.0
2021-07-06,seattle,0.0
2021-07-07,seattle,0.0
2021-07-08,seattle,0.0
2021-07-09,seattle,0.2
2021-07-10,seattle,0.0
2021-07-11,seattle,0.0
2021-07-12,seattle,0.0
2021-07-13,seattle,0.0
2021-07-14,seattle,0.0
2021-07-15,seattle,0.0
2021-07-16,seattle,0.0
2021-07-17,seattle,0.0
2021-07-18,seattle,0.0
2021-07-19,seattle,0.0
2021-07-20,seattle,0.022500000000000003
2021-07-21,seattle,0.023333333333333334
2021-07-22,seattle,0.0
2021-07-23,seattle,0.0
2021-07-24,seattle,0.0
2021-07-25,seattle,0.0
2021-07-26,seattle,0.0
2021-07-27,seattle,0.0
2021-07-28,seattle,0.0
2021-07-29,seattle,0.0
2021-07-30,seattle,0.0
2021-07-31,seattle,0.0
2021-08-01,seattle,0.0
2021-08-02,seattle,0.0
2021-08-03,seattle,0.0
2021-08-04,seattle,0.0125
2021-08-05,seattle,0.0
2021-08-06,seattle,0.05
2021-08-07,seattle,0.0225
2021-08-08,seattle,0.0925
2021-08-09,seattle,0.0025
2021-08-10,seattle,0.0
2021-08-11,seattle,0.0
2021-08-12,seattle,0.0
2021-08-13,seattle,0.0
2021-08-14,seattle,0.0
2021-08-15,seattle,0.0
2021-08-16,seattle,0.0
2021-08-17,seattle,0.0
2021-08-18,seattle,0.0
2021-08-19,seattle,0.0
2021-08-20,seattle,0.0
2021-08-21,seattle,0.0
2021-08-22,seattle,0.0
2021-08-23,seattle,0.0
2021-08-24,seattle,0.0
2021-08-25,seattle,0.0
2021-08-26,seattle,0.0
2021-08-27,seattle,0.05
2021-08-28,seattle,0.0175
2021-08-29,seattle,0.0
2021-08-30,seattle,0.0
2021-08-31,seattle,0.005
2021-09-01,seattle,0.0
2021-09-02,seattle,0.0
2021-09-03,seattle,0.0
2021-09-04,seattle,0.0
2021-09-05,seattle,0.0
2021-09-06,seattle,0.006666666666666667
2021-09-07,seattle,0.0
2021-09-08,seattle,0.0025
2021-09-09,seattle,0.0
2021-09-10,seattle,0.0
2021-09-11,seattle,0.01
2021-09-12,seattle,0.023333333333333334
2021-09-13,seattle,0.02666666666666667
2021-09-14,seattle,0.0
2021-09-15,seattle,0.034
2021-09-16,seattle,0.0
2021-09-17,seattle,0.12166666666666666
2021-09-18,seattle,0.808
2021-09-19,seattle,0.4666666666666666
2021-09-20,seattle,0.14666666666666667
2021-09-21,seattle,0.0
2021-09-22,seattle,0.01
2021-09-23,seattle,0.0
2021-09-24,seattle,0.0
2021-09-25,seattle,0.0
2021-09-26,seattle,0.12
2021-09-27,seattle,0.716
2021-09-28,seattle,0.362
2021-09-29,seattle,0.033999999999999996
2021-09-30,seattle,0.27199999999999996
2021-10-01,seattle,0.20500000000000002
2021-10-02,seattle,0.0
2021-10-03,seattle,0.014000000000000002
2021-10-04,seattle,0.013333333333333334
2021-10-05,seattle,0.154
2021-10-06,seattle,0.14166666666666666
2021-10-07,seattle,0.006
2021-10-08,seattle,0.0
2021-10-09,seattle,0.01
2021-10-10,seattle,0.248
2021-10-11,seattle,0.18833333333333332
2021-10-12,seattle,0.036
2021-10-13,seattle,0.043333333333333335
2021-10-14,seattle,0.046
2021-10-15,seattle,0.024
2021-10-16,seattle,0.012
2021-10-17,seattle,0.002
2021-10-18,seattle,0.0225
2021-10-19,seattle,0.0
2021-10-20,seattle,0.188
2021-10-21,seattle,0.1416666666666667
2021-10-22,seattle,0.5583333333333333
2021-10-23,seattle,0.03
2021-10-24,seattle,0.14
2021-10-25,seattle,0.298
2021-10-26,seattle,0.19166666666666665
2021-10-27,seattle,0.155
2021-10-28,seattle,0.725
2021-10-29,seattle,1.6533333333333333
2021-10-30,seattle,0.051666666666666666
2021-10-31,seattle,0.0
2021-11-01,seattle,0.028000000000000004
2021-11-02,seattle,0.135
2021-11-03,seattle,0.178
2021-11-04,seattle,0.6566666666666666
2021-11-05,seattle,0.4566666666666666
2021-11-06,seattle,0.09833333333333333
2021-11-07,seattle,0.67
2021-11-08,seattle,0.21833333333333335
2021-11-09,seattle,0.355
2021-11-10,seattle,0.278
2021-11-11,seattle,0.372
2021-11-12,seattle,0.9940000000000001
2021-11-13,seattle,0.49400000000000005
2021-11-14,seattle,0.65
2021-11-15,seattle,0.534
2021-11-16,seattle,0.27
2021-11-17,seattle,0.005
2021-11-18,seattle,0.11249999999999999
2021-11-19,seattle,0.48599999999999993
2021-11-20,seattle,0.07666666666666667
2021-11-21,seattle,0.0
2021-11-22,seattle,0.02
2021-11-23,seattle,0.58
2021-11-24,seattle,0.018
2021-11-25,seattle,0.31999999999999995
2021-11-26,seattle,0.372
2021-11-27,seattle,0.08
2021-11-28,seattle,0.4125
2021-11-29,seattle,0.154
2021-11-30,seattle,0.025
2021-12-01,seattle,0.027999999999999997
2021-12-02,seattle,0.092
2021-12-03,seattle,0.124
2021-12-04,seattle,0.14333333333333334
2021-12-05,seattle,0.2325
2021-12-06,seattle,0.023333333333333334
2021-12-07,seattle,0.11750000000000001
2021-12-08,seattle,0.045
2021-12-09,seattle,0.08399999999999999
2021-12-10,seattle,0.01
2021-12-11,seattle,0.75
2021-12-12,seattle,0.13999999999999999
2021-12-13,seattle,0.298
2021-12-14,seattle,0.0775
2021-12-15,seattle,0.124
2021-12-16,seattle,0.12
2021-12-17,seattle,0.074
2021-12-18,seattle,0.5275000000000001
2021-12-19,seattle,0.314
2021-12-20,seattle,0.068
2021-12-21,seattle,0.06999999999999999
2021-12-22,seattle,0.39
2021-12-23,seattle,0.5700000000000001
2021-12-24,seattle,0.192
2021-12-25,seattle,0.354
2021-12-26,seattle,0.3
2021-12-27,seattle,0.122
2021-12-28,seattle,0.0375
2021-12-29,seattle,0.0
2021-12-30,seattle,0.16749999999999998
2021-12-31,seattle,0.006
2022-01-01,seattle,0.0
2022-01-02,seattle,0.16
2022-01-03,seattle,1.7719999999999998
2022-01-04,seattle,0.304
2022-01-05,seattle,0.14
2022-01-06,seattle,1.004
2022-01-07,seattle,1.422
2022-01-08,seattle,0.31999999999999995
2022-01-09,seattle,0.0
2022-01-10,seattle,0.136
2022-01-11,seattle,0.8960000000000001
2022-01-12,seattle,0.52
2022-01-13,seattle,0.28
2022-01-14,seattle,0.02
2022-01-15,seattle,0.008
2022-01-16,seattle,0.0033333333333333335
2022-01-17,seattle,0.0075
2022-01-18,seattle,0.0225
2022-01-19,seattle,0.044
2022-01-20,seattle,0.09833333333333333
2022-01-21,seattle,0.14250000000000002
2022-01-22,seattle,0.004
2022-01-23,seattle,0.0
2022-01-24,seattle,0.0
2022-01-25,seattle,0.0
2022-01-26,seattle,0.0
2022-01-27,seattle,0.0
2022-01-28,seattle,0.0
2022-01-29,seattle,0.0
2022-01-30,seattle,0.06000000000000001
2022-01-31,seattle,0.23399999999999999
2022-02-01,seattle,0.01
2022-02-02,seattle,0.04
2022-02-03,seattle,0.08666666666666667
2022-02-04,seattle,0.035
2022-02-05,seattle,0.018
2022-02-06,seattle,0.0025
2022-02-07,seattle,0.0
2022-02-08,seattle,0.0075
2022-02-09,seattle,0.008333333333333333
2022-02-10,seattle,0.021666666666666667
2022-02-11,seattle,0.0175
2022-02-12,seattle,0.0
2022-02-13,seattle,0.0
2022-02-14,seattle,0.05857142857142857
2022-02-15,seattle,0.06999999999999999
2022-02-16,seattle,0.006666666666666667
2022-02-17,seattle,0.0
2022-02-18,seattle,0.0
2022-02-19,seattle,0.012857142857142857
2022-02-20,seattle,0.12142857142857144
2022-02-21,seattle,0.19142857142857145
2022-02-22,seattle,0.03142857142857143
2022-02-23,seattle,0.0
2022-02-24,seattle,0.005714285714285714
2022-02-25,seattle,0.0
2022-02-26,seattle,0.072
2022-02-27,seattle,0.6714285714285715
2022-02-28,seattle,1.937142857142857
2022-03-01,seattle,0.7771428571428572
2022-03-02,seattle,0.05833333333333333
2022-03-03,seattle,0.24833333333333332
2022-03-04,seattle,0.045
2022-03-05,seattle,0.03333333333333333
2022-03-06,seattle,0.0
2022-03-07,seattle,0.0
2022-03-08,seattle,0.096
2022-03-09,seattle,0.025
2022-03-10,seattle,0.0
2022-03-11,seattle,0.004
2022-03-12,seattle,0.004
2022-03-13,seattle,0.092
2022-03-14,seattle,0.18
2022-03-15,seattle,0.39
2022-03-16,seattle,0.05600000000000001
2022-03-17,seattle,0.005
2022-03-18,seattle,0.1325
2022-03-19,seattle,0.47
2022-03-20,seattle,0.19666666666666666
2022-03-21,seattle,0.36000000000000004
2022-03-22,seattle,0.14333333333333334
2022-03-23,seattle,0.035
2022-03-24,seattle,0.25333333333333335
2022-03-25,seattle,0.0
2022-03-26,seattle,0.007500000000000001
2022-03-27,seattle,0.03
2022-03-28,seattle,0.0
2022-03-29,seattle,0.006
2022-03-30,seattle,0.0
2022-03-31,seattle,0.21750000000000003
2022-04-01,seattle,0.01
2022-04-02,seattle,0.092
2022-04-03,seattle,0.0625
2022-04-04,seattle,0.8400000000000001
2022-04-05,seattle,0.08499999999999999
2022-04-06,seattle,0.0025
2022-04-07,seattle,0.0
2022-04-08,seattle,0.064
2022-04-09,seattle,0.095
2022-04-10,seattle,0.302
2022-04-11,seattle,0.036666666666666674
2022-04-12,seattle,0.004
2022-04-13,seattle,0.011666666666666667
2022-04-14,seattle,0.028000000000000004
2022-04-15,seattle,0.052000000000000005
2022-04-16,seattle,0.002
